text,target_label,category_name
"
So what's your point?  Mark's comment still is valid.  To suggest that
AIDS is ""deserved"" IS ludicrous.  I sin.  I can resolve to abstain from 
sin, and do weekly (more often, actually).  Yet I routinely fail.
I surely do deserve what I get, yet God compassionately provided 
the Incarnate Logos, Jesus, as a rememdy and a way out of our situation.
If AIDS is deserved, I surely deserve instant death just as much, as do
we all, as St. Paul so cogently remids us.

To willingly judge ""others"" as deserving punishment seems to me
to be the height of arrogance and lack of humility.  
 

So what's the point here?  I can get AIDS and NEVER engage in
""deviant"" sexual behavior.  In fact, I could engage in LOTS
of deviant sexual behavior with HIV+ people and never be
infected.  AIDS is a consequence of particular behaviors,
many of which are not sexual.  And not all sexual behaviors
carry the risk of transmission.  
 

The end of all things is to know, love and serve God, growing
daily closer through prayer, meditation and discipline.  Even so
I could get AIDS.  Anyone could, unless they remain forever celibate,
IV-drug-free, and transfusion free.

Larry Overacker (llo@shell.com)
-- ",15,soc.religion.christian
"

I would guess the high price of gas in Europe (compared to the US) has
always favoured 4-cylinder manuals.

small engines with autos are a real bore...

But why not turn the question around, why are automatics so common in
the US?

My guess is that when they tried to couple manuals to the torque-rich
V8's in the sixties the clutches turned out as real killers you had to 
use both feet to depress, and that this has just lived on.

And also, an automatic with a V8 engine can be real fun to drive.

Markus


__________________________________________________________________________
   _    _     _     ____              _________        
  / |  / |   / |   /   / /  /  /   / /       
 /  | /  |  /__|  /___/ /--|  /   / /___     '75 Chevy Camaro 350/TH350
/   |/   | /   | /   | /   | /___/ ____/     '87 Peugout 205 1.4/4-speed",7,rec.autos
"
Go for it.  I have yet to see anybody justify the
prohibition on drugs and the ensuing War On Drugs.  In the world of
*.politics here on Usenet, it is YOU that is crazy.  ANYBODY--who gives
the matter any thought beyond reading headlines---cannot justify this
atrocity, this all out war on individual rights.

Just _TRY_ to justify the War On Drugs, I _DARE_ you!


Once again, in chorus: WHY is this ""stupid""?


The above paragraph is gibberish--that all I can make of it...

",18,talk.politics.misc
"


I think you are suffering from some alignment or color
table or <whatever> problems, if a Color Classic is as fast
as a Quadra rendering to screen.

What screen card you use does of course matter much (built-in
video is almost always faster than NuBus)

Or you measured ""scroll entire screen"" where the Color Classic
had a VRAM 10"" screen in 4-bit color and the Quadra had a
21"" 24-bit screen on NuBus :-)

Cheers,

						/ h+",4,comp.sys.mac.hardware
"63 to '82 vettes had the same basic chassis. 1980 add aluminum (weaker) 
rear 'axle' housing.  All these years used same brakes, similar springs etc
  Late 70's was a bad year for GM reliability.  Catastrophic converter was 
added in 1975.

Cheapest corvette '78 to '79 low end about 4k tops out about $12k except 
for those morooons that think there '78 indy / 25th aniversity vette is 
special.  These guys have been known to ask 25K.  I don't think they get it
.

Best buy: convertables 69 - 74.  I got my 69 for 5K - needs body work but 
I'm willing.  

Parts for all are readily avail at swap meets and mail order etc.

V-8 reliability / looks / independant suspension / 4 wheel disk and all 
under 10K.  And they thought a miata was a good deal.


My origional inquires to my insurance agent: I can drive my '69 convertable 
for 3000 miles or less per year, I must keep it in a locked garage and it 
will cost me 2% of the stated value per year (does this sound right?).


Get an appraiser to look at the car. He will check serial numbers and look 
for origional equipe.  Depending on what mods have been done the car could 
be worth only 10K.  Problems like wrong engine / trans.  Wrong paint type (
vetts used lacquer)  An modification would reduce tthe value.  But your 
looking for a car to drive right?

This sounds like a ball park price for a small-block (327 cu in.) / manual 
/ no air car.  A 427 would put it closer to $30K.",7,rec.autos
"
The IBM XGA SVGA VESA driver is on the 2.02 reference diskette, available
from the IBM BBS.  It's also on Compu$erve, or you can bang on your sales
rep to get you a later version.",2,comp.os.ms-windows.misc
"
[unrelated text deleted]



I think that Phil needs to get out a ruler and see exactly how big 50mm rounds
are - roughly 2"" diameter.  The type of stuff used in Anti-Aircraft gunnery.
.50 calibre is much smaller, but the 3000m effective range (~2mi) sounds about
right. Maybe he just got the two confused..... The FBI's reasoning was sound,
but the note from PH-B was factually wrong.

Tom H.



-- 
--------------------------------------------------------------------------------Tom Hyatt                                  I'm a diehard Saints fan, so i've    thyat@sdf.lonestar.org                     suffered quite enough, thank you!    Arlington, TX                                                                                                                                                    Help! I'm being repressed!  -M.Python                                          -------------------------------
",18,talk.politics.misc
"Title just 'bout says it all:
 
Grasshopper Remote Controlled Car for Sale/Trade
 
Features:
 -$75 racing engine installed (original included as well)
 -2 sets of tires
 -Futaba 2 channel radio with servos/receiver
 -body completly refinished - great shape
 -Battery and charger
 -every thing you need to have it running right out of the box,
  VERY fast
 -everything 100%
 
I haven't run this thing in a long time.  I had it out the other
day just to check on it and everything is A-OK.
 
I'd listen to ANY cash offers, but am more interested in trading
for some extra storage for my computer.  If you have any of the
following and are interested in a trade, drop me a line:
 
IDE hard drive 50+ megs (MUST be 3.5"" wide, 1"" tall)
SCSI hard drive 50+ megs (MUST be 3.5"" wide, 1"" tall)
SCSI tape backup (any make/size)
SCSI CD-ROM
9600 baud modem (external)",6,misc.forsale
"
[ a lot of religious opinions and quotations from the Bible and from 
many Catholic theologians and Papal Bulls ]

[ which, although introduced with a smiley, was not as funny as it
might have been (notable exception: subject headers such as ""ONE'S 
DICK IS ONE'S INSTRUMENT OF REDEMPTION."" ]

[ and indeed, the posting seemed to be more a vehicle for the
religious text than for any ""literary/moral analysis"" ]

I am surprised and saddened. I would expect this kind of behavior
from the Evangelical Born-Again Gospel-Thumping In-Your-Face We're-
The-Only-True-Christian Protestants, but I have always thought 
that Catholics behaved better than this.

Friend Dennis, I urge you to follow the example of your fellow
Catholics, of who I count many dozens as my friends, and practice
your faith through good example and decent living and respect
for the common humanity of others. Please do not stoop to the
level of the E B-A G-T I-Y-F W-T-O-T-C Protestants, who think
that the best way to witness is to be strident, intrusive, loud,
insulting and overbearingly self-righteous.

The imagery in the Song of Solomon is a little bit dated (get it? 
Middle East - date palms - oh, never mind) but apparently acceptable, 
on a steaminess level, to be accepted as part of the canon. From
this fact I derive that erotica itself is not incompatible with
Catholic doctrine.

Is there such a thing as Catholic erotica? Not necessarily a love
story between people of that faith, but a love story that is not
exploitative, does not seek redemption through penis size, pays
proper respect to the dignity of each partner, and is still erotic
enough to have a place on a.s.s.

I would submit that the _Darknites_ series of stories qualify, also
most of the _Journal Entries_, and _Rings I and II_.

I would guess that your aim is to cut down on the pornography and
increase the erotica. I actually agree with you that nearly all of
the ""I've got an enormous dick, and I shot my wad all over her face""
stories are crap. I count them as noise, which makes my take on the
signal-to-noise ration much lower than many other people's.

Since you are one of the few posters here who can actually write 
decent prose, could you write a few stories for us instead of
overwhelming us with commentary?  

-- 
Thank you.",19,talk.religion.misc
"


The previous article referred to the fact that you could only use 20ns SIMMs in
a 50MHz machine, but that you could use 80ns SIMMs in slower machines. I just
pointed out that if you could only use 20ns SIMMs in a 50MHz machine, you can't
use 80ns SIMMs in anything faster than a 12.5 MHz machine. Bank switching and
caches were not considered in either example (although both would help memory
access).

-- 
Ravikumar Venkateswar
rvenkate@uiuc.edu",4,comp.sys.mac.hardware
"


Since Facts and Myths doesn't even know where Deir Yassin was,
why should we pay any attention to the rest of what it says?


This account from Eric Silver is the only valid point that M&F makes.
You can find it together with other evidence and analysis in 
Silver's biography of Begin.  Also in Silver's book you will find
documentary evidence that nearly everything else in M&F's account
is pure bullshit.


This is pretty disgusting.  The Guardian was told of one or two
feeble old men who dressed in women's clothing in a pathetic 
attempt to escape death.  See Silver's book.",17,talk.politics.mideast
"ETHER IMPLODES 2 EARTH CORE, IS GRAVITY!!!

  This paper BOTH describes how heavenly bodys can be stationary, 
ether sucking structures, AND why we observe ""orbital"" motion!!

  Ether, the theoretical propogation media of electro-magnetic 
waves, was concluded not to exist, based on the results of the 
Michelson-Moreley experiment conducted a century ago. 

  I propose that those conclusions are flawed, based on the fact 
that the experiment was designed to look for a flow parallel to the 
earth's surface, not perpindicular. (Due to the prevailing assumption 
that the earth traveled through the ether as a ball through the wind)

  The reversal of the that conclusion, a pivotal keystone in the 
development of modern scientific thought, could have ramifications 
of BIBLICAL proportions through out the WORLD!!

  REMEMBER: Einstien said Imagination is greater than knowledge!!

  
1
  I dream like this: ether based reality
 
  The ether is like a fluid out of phase with our reality. Creations 
start as a lattice placed into the ether. Given a spin, the lattices
both drag the fluid, like a margarita blender, and ingest it, 
converting it, distilling localized mass, time and energy. 
(non-spinning lattice = ""dark matter"")

  The earth isn't exactly spinning, around the sun. Picture an image 
of a galaxy; we haven't any videos of them spinning. Picture us 
being stationary, and the sun's image being dragged across the sky by 
the spinning ether field. (Picture an onion, each layer of which is 
spinning a little faster than the next. A thread shot at the inner 
kernel would be stretched diagonally sideways, its head being in a 
faster shell than its tail, until it finally intersected the ground 
of the inner kernel, its direction vector being straight down, but 
its ""foot print"" being a line, not a point. [sunrise, sunset])
  
  The moon isn't exactly orbiting us. It is a parasite, (non self 
spin sustaining ) being dragged in the earth's ether field, which is 
itself in the sun's much more powerful field. Our seasons are the 
wobble of earth's axis, like a top slowing down. The ""orbit"" of the
earth around the sun is all of the stars' images being dragged around
by the sun's ether feild.

  The earth, moon and sun are about the same size and ""distance"" 
apart. Its just that the time between them varies greatly, because 
the ""path"" is not the same. The moon's lattice in the ether is like 
sticking a fork in a plate of spaghetti and giving the plate a half 
turn. The sun's lattice has so much spin that its like the fork has 
got the whole plate of noodles wound up. The piece of light going to 
the moon can slide down the spaghetti and maybe make a ""j"" hook at 
the end. The piece of light going to the sun has to go around the 
whole plate, like a needle in a record, before it gets there. 

  With a pencil, compass, and rule, draw a diagram of how the moon 
can be about as big as ""earth's"" shadow upon it, and at other times 
totally eclipse the sun. Look in the sky. except for your Knowledge, 
would you guess that they are about the same size, just because they 
look about the same size?

   O .     - -                 E     O   O   O   S
 E       /     \            
    M    |      |      OR                M    
         \ _ _ /                         
       S                           
       
  The full moon, quarter moon etc. is the difference between rate
of ether spins. What we are looking at is a rotating ""turntable view"" 
of the moon, only half of which is facing the sun. ( I've seen a 
half moon within about 120 degrees (of sky) of the sun, during the 
day. Try and draw that ""earth shadow."") Its only the moon's image 
which appears to orbit us. No matter where it is, the light part is 
the part facing the sun, and the dark part is the half facing away 
from the sun, even when it appears to be behind us.

  ""Light-Years"" between galaxies is a misnomer. The distance is 
closer to zero, as time and matter are characteristics of this phase 
of reality, which dissipates outward with each layer of the onion. 
(defining edge = 0 ether spin) What we are seeing could be 
essentially happening now. The ""piece"" of light may have experienced 
many years, but the trip could be very quick, our time.

  To time travel or warp space I might consider learning to 
de-spin myself. (phase out my mass) Good luck trying to design 
a propulsion system to drag around a space-time locality. (its like 
trying to move a balloon by shooting a squirt gun from within)

  To find out about all of this, I recommend studying history. I'd 
look in the book of life. (or holy grail etc.) Brain waves just 
might carry decipherable data. I'd start looking on some part of the 
spectra said to be unusable, due to all the background noise. (4+ 
billion humans?) I'd totally isolate myself, record me thinking DOG 
backwards, and learn to read what I got. (Microsoft Holy Grail card 
for Pentium!)

  Next, concluding that my thoughts were recorded on a non time-bound 
media, the ether, and that it is I who move forward (in time). I 
would try to temporarily locally reverse the flow, (of time, which 
I'd start looking for as flowing opposite magnetism, pole to pole. 
[Why not?]) perhaps by passing a LARGE, FLAT DC current through a 
two foot diameter. coil or choke or something, and seeing what I 
could get with my machine's receiver next to it.  

  If you don't think you'll live to see it, consider this: QUIT 
PUTTING THE REPRODUCTIVE KEYS OF OTHER LIFE IN YOUR BODY! All of 
life's data could be written on the wind, (ether) not just our 
thoughts. DNA could be a little receiver or file access code. By 
eating SEEDS, we could be jamming our reception, or receiving plant 
instructions. Try eating seed bearing fruit. Maybe those Greek or 
biblical guys did live hundreds of years. I'm curios to see what 
they did and ate. Don't worry if your hair stops growing. (Maybe we 
don't need to eat at all, the cosmos are formed from nothing, and 
that is creating matter! I only need enough to bounce around. Where 
did the household concept 'immortal' come from? Wheat is a weed, it 
is programmed to pull from the soil, reproduce like hell, and then 
die)

  Warning about writing to the past:
I had a little dream of being in a world, in the near parallel 
future, lying along a path of history which we have diverged from. 
There were; twelve telepathic, glowing beings, who looked like an 
Oscar award and who had always been, a dark one who looked like us, 
and then myself. The dark one was in the process of making the 
others into gods, (he had to teach them what that meant) by 
""advising"" them in their past. Basically, he manipulated them into 
reproducing, and raising their children on his seed. He said that 
the little ones who looked different were a sub-species, meant to 
provide service. He carefully combed through history, rewriting it 
in his favor, pulling like a weed anything that compromised his 
control. He enticed recruits by sending them his visions, saying 
that there was immortality at the end of the road for only twelve 
souls: kill or be killed. The amount of control he could exert was 
finite, though, as at every change he made, a void would appear in 
our reality. The universe one day ended 100 meters from us: it 
seemed odd, but we couldn't remember how else it should be. Then 
some of the twelve were no more. Finally, when he could prune no 
more, and reality stopped just beyond his fingertips, he stepped 
through his portal to the past, to bask, over and over, in all that 
he had created. I made a few more changes, and lost my body, 
existing only on the wind. 

  MORAL: Its very possible to eliminate from your reality the souls 
whose will's are not in harmony with yours (Golden Rule - treat 
others as you wish to be treated) I.E., you could end up along a 
lonely thread of time with murderers or flowery brown-nosers for 
playmates. (its not eternal, there's more than one way back) 

 Accepting rides to the past:
Once here, the one who looks like us sells rides, he can make you a 
Prince, or a Queen, or you can live as a god in ancient Greece. Go 
ahead, repeat the third grade as often as you like, Adam henry. 
I Hope you like inspecting your socks. Careful though, if he likes 
your work, but thinks you're getting wise, he can direct you to cross 
paths with your old self, and you'll vanish as you rewrite your own 
course of history, none the wiser.

  As we pass the point along the parallel line where he stepped 
back in time, his hierarchy will lose its direction. He can still 
make changes while he's here, its just that that is work, and with 
every 'adjustment', this becomes less the world he cultivated, which 
loosens his grip, and his organization is suddenly one branch less. 
But he can't see the change. The basic nature of man is good. He had 
to apply his hand to achieve his world. As he now tightens his hand 
to retain what he built, the more sand slips through his fingers. 

  How about public computer access to the I.R.S. ? Its our country, 
our money, and they're spending it on us, RIGHT? Imagine this: 
Washington marks the next cost at 8, IRS collects 10, gives 5 to 
congress, and just absolutely buries 5. Congress borrows 2. The banks 
are making, what, a 30% margin (interest) on our government? Big 
corporations are ecstatic if they can do a 10% margin. What do the 
banks do with it? Hold some on a carrot to the world, sure, but 
mostly, bury it. WHY? Food production is 2% GNP?, construction 6% ? 14 
hours to build your auto?  The people are spending all of their time 
to buy back a tenth of what they produce. Have we been deceived? If 
we are more efficient, why is it getting harder to get by? What if 
the point is just to keep the people busy making widgets? 

  In that other reality, I shouted to the twelve, ""its chaos!"" They 
said, ""no, its order."" He defined chaos as that which is he was not 
able to control.

  Rain forest: The problem could be that all the water in its canopy 
would hide the  location of an indigenous people who have no 
language. (telepathic; and 'vanishing' the closest knowledge of death)
(think of the spine as a transceiver, if it is on the ground and 
pointed up, you can locate it from above) These people are probably 
naive as children, but very, very tough to kill. Also, They should 
be able to tell you stories about the dark one that I talk about. 
They can hear him. I think that Ham and world band radio old timers 
might have a story to tell on this. These people would be on a 
different frequency than us as they aren't eating seeds.

  Famine relief: When I make my diet almost all whole wheat, I get a 
huge belly, lose muscle mass, sleep A LOT, and get sick. When I eat 
only fresh fruit, I get more energy, a Hollywood-flat belly, and 
need a lot less sleep.

  UN. Peace Keeping; There is fighting and killing all over. The 
troops go in when there is no bread on the shelf. (its OK to kill 
each other, just make sure there is enough to eat.)

  Somalia: What is disturbing is energetic, gun carrying, three foot 
tall sixteen year-olds, who eat nothing but some roots that they 
suck on. It is not so much that their growth is stunted, it is that 
they aren't dying at a rate of 50 of 60 years per life. 

  Women with children, Babes in arms: Historical references to women 
and children as a single unit could mean that infants were not cut 
from the umbilical cord. (and hence, were not breast fed) I think 
that there may be some very interesting results to this, such as 
mother-child telepathy, and blue blooded infants. There are examples 
of this practice in the aquatic mammal kingdom to investigate.

  That guy is the master of illusion, and the ultimate liar. He 
tells it first, and then just follows the thread of time in which 
the people are willing to buy it. (in which he can make it so) He'll 
play a poker face up until he thinks he's cornered, and then he'll 
whine, beg and grovel. All it means to him is that you're willing to 
live on the ground work that he has laid, that is, that he was 
right, and he didn't over play his hand, and he won't need to go 
back and try another thread of time. You have ultimate control over 
your destiny, just don't live along a path that leads to a reality 
in which you don't want to be a part of. ",14,sci.space
"

I'd have to say that I have a problem with any organization, 
religious or not, where the idea that _simple speech_ such
as this is the basis for a crime.",0,alt.atheism
"
	Waco is a city of about 100,000 people.  The population temporarily
   raised to about 102,000 people when all the feds, and state police officers
   arrived.

	I tell you what, I stayed in a hotel room about 4 miles from the BD
   compound around 3 weeks ago.  I have never felt more paranoid in my whole
   life.  There were at least 100 state police in the hotel.



",16,talk.politics.guns
"From article <1993Apr16.162950.25849@newsgate.sps.mot.com>, by markm@bigfoot.sps.mot.com (Mark Monninger):


A couple of months ago I went to a dealership to test drive a car.  Afterwards,
we sat down to discuss prices.  I explained that I wanted a car just like the
one I drove, but in a different color.  He said he could get one exactly like
I wanted from the dealer network within a day.  We then negotiated a price and
signed the deal.

Next day, I get a call.  He explains that they goofed, and they had neglected
to take into account a price increase. (The last price increase had occurred
over 4 months prior to my visit.)  If I still wanted the car, I would
have to fork over another $700.  As an alternative, they would honor the
price if I bought the car I test drove (which had been sitting around for 
6 months and had a few miles on it). I said goodbye.  This was a good
example of how they can lowball you and still cover their butts.  It's too
bad more people don't demand honesty or these types of dealers would
no longer be in business.  

The next dealership I went to was straightforward and honest.  First thing the
salesman said was, ""Lets's see what you have for dealer cost and work out
how much profit I should make.""  The deal went through with no problems.",7,rec.autos
"I'm a season ticket holder and have a pair of S.F. Giants tickets available for
every game except opening day. They're located in lower reserved, section 3, 
row 2. They're two rows (about 5 feet) behind the MVP lower box seats that
go for $17.25/apiece. I'm selling my tickets for $25/pair. Here's the 
schedule for the next 8 weeks. E-mail me if you're interested.

Note - All times are Pacific Daylight Savings time


Apr 28    New York      7:35pm
Apr 29    New York      1:05pm
Apr 30    Montreal      7:35pm

May 1     Montreal      1:05pm
May 2     Montreal      1:05pm
May 4     Philadelphia  7:35pm
May 5     Philadelphia  1:05pm
May 7     Los Angeles   7:35pm
May 8     Los Angeles   1:05pm
May 9     Los Angeles   1:05pm
May 17    Houston       1:05pm
May 18    Houston       1:05pm
May 19    Houston       1:05pm
May 20    Cincinnati    1:05pm
May 21    Cincinnati    7:35pm
May 22    Cincinnati    1:05pm
May 23    Cincinnati    1:05pm

June 3    Pittsburgh    7:35pm
June 4    Pittsburgh    7:35pm
June 5    Pittsburgh    1:05pm
June 6    Pittsburgh    1:35pm
June 8    St. Louis     1:05pm
June 9    St. Louis     1:05pm
June 11   Chicago       7:35pm
June 12   Chicago       1:05pm
June 13   Chicago       1:05pm
June 21   San Diego     7:35pm
June 22   San Diego     7:35pm
June 23   San Diego     1:05pm
June 24   Colorado      1:05pm
June 25   Colorado      7:35pm
June 26   Colorado      1:05pm
June 27   Colorado      1:05pm

",9,rec.sport.baseball
"Would someone please leave me the full address for Canon in Canada.
thank you.

--- Via UCI v1.21 (C-Net Amiga)",3,comp.sys.ibm.pc.hardware
"For Sale:

David Clark H10-40 Aviation Headset

Excellent Condition (not even a scratch) -- original packaging.

     Discover for yourself why the H10-40 continues to be the favorite headset
of thousands of pilots.  It was the first headset to have the advanced M-4
amplified electret microphone - with a frequency response specifically
designed to match the human voice.  Also includes durable universal boom
assembly and a noise reduction rating (NRR) of 24dB.  Weighs 19 oz.

** Includes Telex ""push to talk switch""

Asking $220.00 U.S.

Shipping negotiable.     

For more information respond to: afhetzel@netcom.com (Andrew)
",6,misc.forsale
"


Let's go to the videotape.  Here's exactly what you posted:



So if you weren't saying that the deaths of ""bastard children of a sacreligious
zealot"" was no big thing (and I know I am not the only one who read it that
way), just what the hell WERE you saying?


So who brainwashed YOU into believing that whatever the government says it
the truth?  Or that Koresh was any actual threat to you and the rest of the 
US?  Haven't you ever stopped to wonder WHY the government raided this farm?
This raid was NOT ABOUT RELIGION, SEX, OR CHILD ABUSE.  To the best available
evidence at the moment, this raid, psychological torture, and group death was 
about Koresh's failure to PAY A $200 TAX on ONE grenade launcher that he may 
or may not even have had!  That's why it was the BATF doing the raiding in the
first place.

Do you think a $200 tax evasion justifies an armed assault by the government
with 100 armed men in trailers, orchestrated character assassination, noise
torture, and a holocaust?


Then think before you post.
-- ",16,talk.politics.guns
"



And they work especially well when the Feds have cut off your utilities.
-- ",16,talk.politics.guns
"Is there any program available (free or otherwise) for taking a tiff or gif
or some other bitmapped file and turning it (or parts of it) into ascii
characters?

  DOS, OS/2 or platform independent programs if possible.",1,comp.graphics
"


I have the same card, TVGA-8900c. When I checked, the latest driver for
windows 3.1 is dated Aug. 92 in garbo.uwasa.fi in /win31/drivers/video.
If you find a better version (updated) please let me know, Thanks.
",2,comp.os.ms-windows.misc
"
But waiiiiiit, isn't Nissan officially registering the car as far as
government paperwork goes, Nissan Stanza Altima, to avoid costly and
lengthy paperwork? I read this on the net a while ago, and someone
actually may have said there's a little Stanza logo on the Altima
somewhere.

You *can* have it both ways :-)

Spiros",7,rec.autos
"Note that Bo Gritz was on the Populist party ticket with David
Duke (for veep) in 1988 until he found out that Duke was leading
he ticket, when he withdrew his candidacy.  So Gritz gave up his
chance to be Vice President of the US just to aviod supporting
Duke.
",16,talk.politics.guns
"I did hear this question asked during a radio news update of the case.  (They
were talking about the ongoing trial and had some audio clips).  Immediately
after the defense attorney asked the question, there was an ""Objection!"" heard
in the background.  The clip ended at that point so I don't know if the
objection was upheld.  I can't imagine NC is *that* bad. 

This I didn't hear as an audio clip but heard it reported a number of times on
news stories both during and after the trial.  Now the ""we did it on purpose""
thing is stretching, I think it was something more like--he had it coming.  If
somebody else remebers better than I on this second point, feel free to
clarify.  
        
Frank

--------------------------------------------------------------------------

Frank R. Chloupek 
CHLOUPEK@ohstpy.mps.ohio-state.edu 
Department of Physics -- *The* Ohio State University
(Not just any Ohio State University) ",18,talk.politics.misc
"I have been looking at buying a 1989 Jeep Laredo and was wondering
if anyone had any bad or good experiences with this model. Is it
all that much different than the other YJs? 

 It looks, feels and sounds like a nice vehicle even thought the
price is rather steep for an '89 (12K Canadian).
",7,rec.autos
"Wednesday's game of Beloved Yakult Swallows

(At Jingu, 38,000)
Hanshin Tigers      000 006 000 |6
Beloved Swallows    100 000 000 |1

  W - Kasai (2-0). L - Ito (0-1).
----------------------------------------------------------------
CENTRAL LEAGUE STANDING
==========================
                   W   L   T   Pct.   GB
Hiroshima Carp     7   2   0  .778    --
Chunichi Dragons   7   3   0  .700    0.5
Hanshin Tigers     6   4   0  .600    1.5
Hated   Giants     4   5   0  .444    3.0
Beloved Swallows   3   7   0  .300    4.5
Yokohama BayStars  2   8   0  .200    5.5
------------------------------------------------------------------

--",9,rec.sport.baseball
"I have a problem with icon pixmap. My application has to run
   under openwindow and motif. I wrote my program in Motif with pixmap and
   icons. It runs fine under motif/motif window manager and X11R5/mwm. But 
   the icon pixmap does not show up under openwin/olwm and X11R5/olwm.

             Has anybody got into this kind of problem? Need a clue. An 
   example which works in both X11R5/motif and openwindow will be great.
",5,comp.windows.x
"






What loyalty!

Jim, it seems you've been reading a little too much Russell Hoban
lately. As Hemingway said, my imitators always imitate the _bad_
aspects of my writing. Hoban would, no doubt, say the same here.

",0,alt.atheism
"





As one who was born in Quebec and worked in Montreal, I feel I must
defend the reputation of McGill University. It is a fine, old,
creditable institution of higher learning.

Thus, I can only assume that some under graduate student left his/her
terminal on-line and the janitor has been getting access to it.",17,talk.politics.mideast
"
the classic references in this area are Jacques Ellul for a
liberal/evangelical perspective and Os Guiness for a straight
evangelical view.  If you want to look at non-christian sources
try Alvin Toffler as the perennial optimist.  His views while
blatently non christian explore where technology may be going.


This is regardless of technology.  Be careful to separate the issues of
related to speed and dispersion of technology (how far the letter
went and how quickly it got there) and the message being passed in the
technology (something that seems to be totally wrong.)


When lecturing in this area I challenge my (non-christan/atheistic) class
about the impact technology has on life, quality of life and the rights
that they consider important.  Depending on how you work out your
faith will determine your response to the use of technology.  For example
friends of mine are considering IVF due to a life threatening situation the
wife is going through; when it is over they will have the baby. (God
willing).  In this case the technology is available and my friends have to
decide what to do.  In all cases though you must decide if the technology
is against God's revealed word.

Regards
 David",15,soc.religion.christian
"

Dennis.

	WE agree a lot ,  it's just we don't both post when we agree
on something.  And when we disagree, it tends to be a lot more
noticeable.;-)",14,sci.space
"
I agree with Carol here.  Determining absolutes is, practically speaking, a
waste of time.  And we easily forget that relative truth is, in fact relative.

For example, I recently was asking some children the question ""What temperature
does water boil at?""  I got the answer 212 degrees consistently.  I asked
if they knew what scale, and was told ""It's just 212 degrees.  Any scale.
That's what all thermometers say.""  Well, that's sincere, and may be
true in the experience of the speaker, but it is simply wrong.  IT is NOT
an absolute truth.  Similarly, Scripture is full of Truth, which we should
nurture and cherish, but trying to determine which parts are Absolute Truth
and which parts are the manifestations of that in the context of the time
and culture in which the text was penned is missing the point.  Then religion
easily becomes an intellectual head-trip, devoid of the living experience of 
the indwelling Trinity and becomes dead scholasticism, IMO.
 
[example of head-covering in Church deleted]

This was a good example.  There may be an Absolute Truth behind the
writing, but the simplest understanding of the passage is that the
instructions apply to the Corinthians, and not necessarily elsewhere.
The instructions may reflect Absolute Truth in the context of first
century culture and the particular climate at Corinth, which was having
a LOT of trouble with order. Is it Absolute Truth to me?  No.  And I 
see no compelling, or even reasonable, reason that it should be.
 

Even the most die-hard literalists do not take all of the Bible literally.
I've yet to meet anyone who takes the verse ""blessed is he who takes your
babies and smashes their heads against the rocks"" literally.  The Bible
was not printed or handed to us by God with color codings to tell us
what parts should be interpreted which way. 
 

I agree.  Very few.  And even if we knew them, personally, we may not be 
able to express that in a way that still conveys Absolute Truth to another.
The presence of absence of Absolutes may not make any difference, since I
know I can never fully apprehend an Absolute if it walks up and greets me.

I can't prove the existence of absolutes.  I can only rely upon MY experience.
I also trust God's revelation that WE cannot fully comprehend the infinite.
Therefore we can't comprehend the Absolutes.  So I don't need them.  
I can never know the essence of God, only the energies by and through which
God is manifested to God's creation.  So the reality can be that there ARE
absolutes, but it is of no practical importance.  It's like claiming that the
original scriptural autographs were perfect, but copies may not be.  Swell.
Who cares?  It doesn't affect me in any practical useful way.  I might as 
well believe that God has made a lot of electric blue chickens, and that they
live on Mars.  Maybe God did.  So what? Is that going to have ANY effect on 
how I deal with my neighbor, or God?  Whether or not I go to this or that
cafeteria for lunch?  No.  

This attitude leads many non-Christians to believe that ALL Christians
are arrogant idiots incapable of critical reasoning.  Christianity is true,
wonderful and sensible.  It appeals to Reason, since Reason is an inner
reflection of the Logos of God.  Explanations that violate that simply
appear to be insecure authoritarian responses to a complex world.

NOTE:  I'm NOT claiming there is no place for authority. That'd be silly.
       There IS a world of difference between authoritative and authoritarian.
       Authoritative is en expression of authority that respects others.
       Authoritarian is en expression of authority that fails to do that,
       and is generally agressive.  Good parents (like God) are authoritative.
       Many Christians are simply authoritarian, and, not surprisingly, few 
       adults respond to this treatment.

Larry Overacker (llo@shell.com)
-- ",15,soc.religion.christian
"for a
identifies
that

Is this software available either commercially or public domain? If so
where?",4,comp.sys.mac.hardware
"
	Ok, so how about the creation of oil producing bacteria?  I figure
that if you can make them to eat it up then you can make them to shit it.
Any comments?",14,sci.space
"



	Yeah! that's the guys!


	Yeah, that sounds a lot like lasertag anyway....  :-)",12,sci.electronics
"
Without getting into the *really* *thorny* questions about reverse
engineering and all of that, let me just point out that there already
exist gate arrays and suchlike that have what's known as a security fuse
which can be programmed after you've verified all other programming --
this makes it impossible to read out the programming of the device
(again, ignoring the reverse engineering questions).  Speaking from
experience here: I had to completely reinvent one of my designs some
six or seven years ago when the disk file was zapped, the backups were
all bad, and the devices were unreadable because of the security fuses.
Made me appreciate the value of printouts.  ;-)

So on this point at least there's not so much worry.

But whether or not we can get the chips made reliably and securely is
really secondary to the question of whether use of the chip is itself
likely to be secure, methinks.",11,sci.crypt
